Area,Element,Item,Year,Unit,Value
"China, Taiwan Province of",Area harvested,Asparagus,1967,ha,8002
"China, Taiwan Province of",Area harvested,Asparagus,1968,ha,6385
"China, Taiwan Province of",Area harvested,Asparagus,1969,ha,8315
"China, Taiwan Province of",Area harvested,Asparagus,1970,ha,12588
"China, Taiwan Province of",Area harvested,Asparagus,1971,ha,17456
"China, Taiwan Province of",Area harvested,Asparagus,1972,ha,15918
"China, Taiwan Province of",Area harvested,Asparagus,1973,ha,16146
"China, Taiwan Province of",Area harvested,Asparagus,1974,ha,17355
"China, Taiwan Province of",Area harvested,Asparagus,1975,ha,17384
"China, Taiwan Province of",Area harvested,Asparagus,1976,ha,12936
"China, Taiwan Province of",Area harvested,Asparagus,1977,ha,13741
"China, Taiwan Province of",Area harvested,Asparagus,1978,ha,12567
"China, Taiwan Province of",Area harvested,Asparagus,1979,ha,13475
"China, Taiwan Province of",Area harvested,Asparagus,1980,ha,12428
"China, Taiwan Province of",Area harvested,Asparagus,1981,ha,12369
"China, Taiwan Province of",Area harvested,Asparagus,1982,ha,11236
"China, Taiwan Province of",Area harvested,Asparagus,1983,ha,9500
"China, Taiwan Province of",Area harvested,Asparagus,1984,ha,9400
"China, Taiwan Province of",Area harvested,Asparagus,1985,ha,9903
"China, Taiwan Province of",Area harvested,Asparagus,1986,ha,9326
"China, Taiwan Province of",Area harvested,Asparagus,1987,ha,7120
"China, Taiwan Province of",Area harvested,Asparagus,1988,ha,6419
"China, Taiwan Province of",Area harvested,Asparagus,1989,ha,5249
"China, Taiwan Province of",Area harvested,Asparagus,1990,ha,3190
"China, Taiwan Province of",Area harvested,Asparagus,1991,ha,2437
"China, Taiwan Province of",Area harvested,Asparagus,1992,ha,1755
"China, Taiwan Province of",Area harvested,Asparagus,1993,ha,1525
"China, Taiwan Province of",Area harvested,Asparagus,1994,ha,1471
"China, Taiwan Province of",Area harvested,Asparagus,1995,ha,1420
"China, Taiwan Province of",Area harvested,Asparagus,1996,ha,1523
"China, Taiwan Province of",Area harvested,Asparagus,1997,ha,1564
"China, Taiwan Province of",Area harvested,Asparagus,1998,ha,1484
"China, Taiwan Province of",Area harvested,Asparagus,1999,ha,1541
"China, Taiwan Province of",Area harvested,Asparagus,2000,ha,1562
"China, Taiwan Province of",Area harvested,Asparagus,2001,ha,1538
"China, Taiwan Province of",Area harvested,Asparagus,2002,ha,1430
"China, Taiwan Province of",Area harvested,Asparagus,2003,ha,1253
"China, Taiwan Province of",Area harvested,Asparagus,2004,ha,1149
"China, Taiwan Province of",Area harvested,Asparagus,2005,ha,1051
"China, Taiwan Province of",Area harvested,Asparagus,2006,ha,871
"China, Taiwan Province of",Area harvested,Asparagus,2007,ha,733
"China, Taiwan Province of",Area harvested,Asparagus,2008,ha,685
"China, Taiwan Province of",Area harvested,Asparagus,2009,ha,635
"China, Taiwan Province of",Area harvested,Asparagus,2010,ha,576
"China, Taiwan Province of",Area harvested,Asparagus,2011,ha,585
"China, Taiwan Province of",Area harvested,Asparagus,2012,ha,614
"China, Taiwan Province of",Area harvested,Asparagus,2013,ha,608
"China, Taiwan Province of",Area harvested,Asparagus,2014,ha,577
"China, Taiwan Province of",Area harvested,Asparagus,2015,ha,575
"China, Taiwan Province of",Area harvested,Asparagus,2016,ha,443
"China, Taiwan Province of",Area harvested,Asparagus,2017,ha,458
"China, Taiwan Province of",Area harvested,Asparagus,2018,ha,469
"China, Taiwan Province of",Area harvested,Asparagus,2019,ha,488
Colombia,Area harvested,Asparagus,1961,ha,
Colombia,Area harvested,Asparagus,1962,ha,
Colombia,Area harvested,Asparagus,1963,ha,
Colombia,Area harvested,Asparagus,1964,ha,
Colombia,Area harvested,Asparagus,1965,ha,
Colombia,Area harvested,Asparagus,1966,ha,
Colombia,Area harvested,Asparagus,1967,ha,
Colombia,Area harvested,Asparagus,1968,ha,
Colombia,Area harvested,Asparagus,1969,ha,
Colombia,Area harvested,Asparagus,1970,ha,
Colombia,Area harvested,Asparagus,1971,ha,
Colombia,Area harvested,Asparagus,1972,ha,
Colombia,Area harvested,Asparagus,1973,ha,
Colombia,Area harvested,Asparagus,1974,ha,
Colombia,Area harvested,Asparagus,1975,ha,
Colombia,Area harvested,Asparagus,1976,ha,
Colombia,Area harvested,Asparagus,1977,ha,
Colombia,Area harvested,Asparagus,1978,ha,
Colombia,Area harvested,Asparagus,1979,ha,
Colombia,Area harvested,Asparagus,1980,ha,
Colombia,Area harvested,Asparagus,1981,ha,
Colombia,Area harvested,Asparagus,1982,ha,
Colombia,Area harvested,Asparagus,1983,ha,
Colombia,Area harvested,Asparagus,1984,ha,
Colombia,Area harvested,Asparagus,1985,ha,
Colombia,Area harvested,Asparagus,1986,ha,
Colombia,Area harvested,Asparagus,1987,ha,
Colombia,Area harvested,Asparagus,1988,ha,
Colombia,Area harvested,Asparagus,1989,ha,25
Colombia,Area harvested,Asparagus,1990,ha,26
Colombia,Area harvested,Asparagus,1991,ha,35
Colombia,Area harvested,Asparagus,1992,ha,50
Colombia,Area harvested,Asparagus,1993,ha,75
Colombia,Area harvested,Asparagus,1994,ha,125
Colombia,Area harvested,Asparagus,1995,ha,250
Colombia,Area harvested,Asparagus,1996,ha,500
Colombia,Area harvested,Asparagus,1997,ha,600
Colombia,Area harvested,Asparagus,1998,ha,604
Colombia,Area harvested,Asparagus,1999,ha,682
Colombia,Area harvested,Asparagus,2000,ha,720
Colombia,Area harvested,Asparagus,2001,ha,738
Colombia,Area harvested,Asparagus,2002,ha,776
Colombia,Area harvested,Asparagus,2003,ha,408
Colombia,Area harvested,Asparagus,2004,ha,714
Colombia,Area harvested,Asparagus,2005,ha,630
Colombia,Area harvested,Asparagus,2006,ha,209
Colombia,Area harvested,Asparagus,2007,ha,227
Colombia,Area harvested,Asparagus,2008,ha,230
Colombia,Area harvested,Asparagus,2009,ha,324
Colombia,Area harvested,Asparagus,2010,ha,140
Colombia,Area harvested,Asparagus,2011,ha,50
Colombia,Area harvested,Asparagus,2012,ha,50
Colombia,Area harvested,Asparagus,2013,ha,23
Colombia,Area harvested,Asparagus,2014,ha,23
Colombia,Area harvested,Asparagus,2015,ha,10
Colombia,Area harvested,Asparagus,2016,ha,28
Colombia,Area harvested,Asparagus,2017,ha,752
Colombia,Area harvested,Asparagus,2018,ha,1721
Colombia,Area harvested,Asparagus,2019,ha,1631
Costa Rica,Area harvested,Asparagus,1961,ha,
Costa Rica,Area harvested,Asparagus,1962,ha,
Costa Rica,Area harvested,Asparagus,1963,ha,
Costa Rica,Area harvested,Asparagus,1964,ha,
Costa Rica,Area harvested,Asparagus,1965,ha,
Costa Rica,Area harvested,Asparagus,1966,ha,
Costa Rica,Area harvested,Asparagus,1967,ha,
Costa Rica,Area harvested,Asparagus,1968,ha,
Costa Rica,Area harvested,Asparagus,1969,ha,
Costa Rica,Area harvested,Asparagus,1970,ha,
Costa Rica,Area harvested,Asparagus,1971,ha,
Costa Rica,Area harvested,Asparagus,1972,ha,
Costa Rica,Area harvested,Asparagus,1973,ha,
Costa Rica,Area harvested,Asparagus,1974,ha,
Costa Rica,Area harvested,Asparagus,1975,ha,
Costa Rica,Area harvested,Asparagus,1976,ha,
Costa Rica,Area harvested,Asparagus,1977,ha,
Costa Rica,Area harvested,Asparagus,1978,ha,
Costa Rica,Area harvested,Asparagus,1979,ha,
Costa Rica,Area harvested,Asparagus,1980,ha,
Costa Rica,Area harvested,Asparagus,1981,ha,
Costa Rica,Area harvested,Asparagus,1982,ha,
Costa Rica,Area harvested,Asparagus,1983,ha,
Costa Rica,Area harvested,Asparagus,1984,ha,
Costa Rica,Area harvested,Asparagus,1985,ha,
Costa Rica,Area harvested,Asparagus,1986,ha,
Costa Rica,Area harvested,Asparagus,1987,ha,
Costa Rica,Area harvested,Asparagus,1988,ha,
Costa Rica,Area harvested,Asparagus,1989,ha,
Costa Rica,Area harvested,Asparagus,1990,ha,
Costa Rica,Area harvested,Asparagus,1991,ha,
Costa Rica,Area harvested,Asparagus,1992,ha,
Costa Rica,Area harvested,Asparagus,1993,ha,
Costa Rica,Area harvested,Asparagus,1994,ha,45
Costa Rica,Area harvested,Asparagus,1995,ha,45
Costa Rica,Area harvested,Asparagus,1996,ha,35
Costa Rica,Area harvested,Asparagus,1997,ha,35
Costa Rica,Area harvested,Asparagus,1998,ha,25
Costa Rica,Area harvested,Asparagus,1999,ha,25
Costa Rica,Area harvested,Asparagus,2000,ha,20
Costa Rica,Area harvested,Asparagus,2001,ha,20
Costa Rica,Area harvested,Asparagus,2002,ha,25
Costa Rica,Area harvested,Asparagus,2003,ha,25
Costa Rica,Area harvested,Asparagus,2004,ha,26
Costa Rica,Area harvested,Asparagus,2005,ha,26
Costa Rica,Area harvested,Asparagus,2006,ha,27
Costa Rica,Area harvested,Asparagus,2007,ha,27
Costa Rica,Area harvested,Asparagus,2008,ha,28
Costa Rica,Area harvested,Asparagus,2009,ha,28
Costa Rica,Area harvested,Asparagus,2010,ha,30
Costa Rica,Area harvested,Asparagus,2011,ha,30
Costa Rica,Area harvested,Asparagus,2012,ha,30
Costa Rica,Area harvested,Asparagus,2013,ha,32
Costa Rica,Area harvested,Asparagus,2014,ha,32
Costa Rica,Area harvested,Asparagus,2015,ha,33
Costa Rica,Area harvested,Asparagus,2016,ha,34
Costa Rica,Area harvested,Asparagus,2017,ha,35
Costa Rica,Area harvested,Asparagus,2018,ha,36
Costa Rica,Area harvested,Asparagus,2019,ha,37
Czechia,Area harvested,Asparagus,1993,ha,
Czechia,Area harvested,Asparagus,1994,ha,
Czechia,Area harvested,Asparagus,1995,ha,
Czechia,Area harvested,Asparagus,1996,ha,3
Czechia,Area harvested,Asparagus,1997,ha,10
Czechia,Area harvested,Asparagus,1998,ha,15
Czechia,Area harvested,Asparagus,1999,ha,160
Czechia,Area harvested,Asparagus,2000,ha,150
Czechia,Area harvested,Asparagus,2001,ha,165
Czechia,Area harvested,Asparagus,2002,ha,150
Czechia,Area harvested,Asparagus,2003,ha,160
Czechia,Area harvested,Asparagus,2004,ha,155
Czechia,Area harvested,Asparagus,2005,ha,155
Czechia,Area harvested,Asparagus,2006,ha,100
Czechia,Area harvested,Asparagus,2007,ha,120
Czechia,Area harvested,Asparagus,2008,ha,100
Czechia,Area harvested,Asparagus,2009,ha,90
Czechia,Area harvested,Asparagus,2010,ha,110
Czechia,Area harvested,Asparagus,2011,ha,120
Czechia,Area harvested,Asparagus,2012,ha,125
Czechia,Area harvested,Asparagus,2013,ha,122
Czechia,Area harvested,Asparagus,2014,ha,122
Czechia,Area harvested,Asparagus,2015,ha,115
Czechia,Area harvested,Asparagus,2016,ha,106
Czechia,Area harvested,Asparagus,2017,ha,103
Denmark,Area harvested,Asparagus,1961,ha,3180
Denmark,Area harvested,Asparagus,1962,ha,2550
Denmark,Area harvested,Asparagus,1963,ha,2550
Denmark,Area harvested,Asparagus,1964,ha,2550
Denmark,Area harvested,Asparagus,1965,ha,1359
Denmark,Area harvested,Asparagus,1966,ha,1086
Denmark,Area harvested,Asparagus,1967,ha,882
Denmark,Area harvested,Asparagus,1968,ha,768
Denmark,Area harvested,Asparagus,1969,ha,729
Denmark,Area harvested,Asparagus,1970,ha,685
Denmark,Area harvested,Asparagus,1971,ha,604
Denmark,Area harvested,Asparagus,1972,ha,508
Denmark,Area harvested,Asparagus,1973,ha,397
Denmark,Area harvested,Asparagus,1974,ha,354
Denmark,Area harvested,Asparagus,1975,ha,304
Denmark,Area harvested,Asparagus,1976,ha,300
Denmark,Area harvested,Asparagus,1977,ha,253
Denmark,Area harvested,Asparagus,1978,ha,220
Denmark,Area harvested,Asparagus,1979,ha,156
Denmark,Area harvested,Asparagus,1980,ha,139
Denmark,Area harvested,Asparagus,1981,ha,111
Denmark,Area harvested,Asparagus,1988,ha,
Denmark,Area harvested,Asparagus,1989,ha,
Denmark,Area harvested,Asparagus,1990,ha,
Denmark,Area harvested,Asparagus,1991,ha,
Denmark,Area harvested,Asparagus,1992,ha,
Denmark,Area harvested,Asparagus,1993,ha,
Denmark,Area harvested,Asparagus,1994,ha,
Denmark,Area harvested,Asparagus,1995,ha,
Denmark,Area harvested,Asparagus,1996,ha,
Denmark,Area harvested,Asparagus,1997,ha,
Denmark,Area harvested,Asparagus,1998,ha,
Denmark,Area harvested,Asparagus,1999,ha,
Denmark,Area harvested,Asparagus,2000,ha,
Denmark,Area harvested,Asparagus,2001,ha,
Denmark,Area harvested,Asparagus,2002,ha,
Denmark,Area harvested,Asparagus,2003,ha,
Denmark,Area harvested,Asparagus,2004,ha,40
Denmark,Area harvested,Asparagus,2005,ha,40
Denmark,Area harvested,Asparagus,2006,ha,40
Denmark,Area harvested,Asparagus,2007,ha,35
Denmark,Area harvested,Asparagus,2008,ha,56
Denmark,Area harvested,Asparagus,2009,ha,62
Denmark,Area harvested,Asparagus,2010,ha,130
Denmark,Area harvested,Asparagus,2011,ha,140
Denmark,Area harvested,Asparagus,2012,ha,105
Denmark,Area harvested,Asparagus,2013,ha,106
Denmark,Area harvested,Asparagus,2014,ha,120
Denmark,Area harvested,Asparagus,2015,ha,120
Denmark,Area harvested,Asparagus,2016,ha,109
Denmark,Area harvested,Asparagus,2017,ha,130
Denmark,Area harvested,Asparagus,2018,ha,200
Denmark,Area harvested,Asparagus,2019,ha,230
Ecuador,Area harvested,Asparagus,1961,ha,
Ecuador,Area harvested,Asparagus,1962,ha,
Ecuador,Area harvested,Asparagus,1963,ha,
Ecuador,Area harvested,Asparagus,1964,ha,
Ecuador,Area harvested,Asparagus,1965,ha,
Ecuador,Area harvested,Asparagus,1966,ha,
Ecuador,Area harvested,Asparagus,1967,ha,
Ecuador,Area harvested,Asparagus,1968,ha,
Ecuador,Area harvested,Asparagus,1969,ha,
Ecuador,Area harvested,Asparagus,1970,ha,
Ecuador,Area harvested,Asparagus,1971,ha,
Ecuador,Area harvested,Asparagus,1972,ha,
Ecuador,Area harvested,Asparagus,1973,ha,
Ecuador,Area harvested,Asparagus,1974,ha,
Ecuador,Area harvested,Asparagus,1975,ha,
Ecuador,Area harvested,Asparagus,1976,ha,
Ecuador,Area harvested,Asparagus,1977,ha,
Ecuador,Area harvested,Asparagus,1978,ha,
Ecuador,Area harvested,Asparagus,1979,ha,
Ecuador,Area harvested,Asparagus,1980,ha,
Ecuador,Area harvested,Asparagus,1981,ha,
Ecuador,Area harvested,Asparagus,1982,ha,
Ecuador,Area harvested,Asparagus,1983,ha,
Ecuador,Area harvested,Asparagus,1984,ha,
Ecuador,Area harvested,Asparagus,1985,ha,
Ecuador,Area harvested,Asparagus,1986,ha,
Ecuador,Area harvested,Asparagus,1987,ha,
Ecuador,Area harvested,Asparagus,1988,ha,
Ecuador,Area harvested,Asparagus,1989,ha,
Ecuador,Area harvested,Asparagus,1990,ha,220
Ecuador,Area harvested,Asparagus,1991,ha,218
Ecuador,Area harvested,Asparagus,1992,ha,170
Ecuador,Area harvested,Asparagus,1993,ha,540
Ecuador,Area harvested,Asparagus,1994,ha,310
Ecuador,Area harvested,Asparagus,1995,ha,290
Ecuador,Area harvested,Asparagus,1996,ha,235
Ecuador,Area harvested,Asparagus,1997,ha,247
Ecuador,Area harvested,Asparagus,1998,ha,240
Ecuador,Area harvested,Asparagus,1999,ha,257
Ecuador,Area harvested,Asparagus,2000,ha,250
Ecuador,Area harvested,Asparagus,2001,ha,260
Ecuador,Area harvested,Asparagus,2002,ha,280
Ecuador,Area harvested,Asparagus,2003,ha,300
Ecuador,Area harvested,Asparagus,2004,ha,312
Ecuador,Area harvested,Asparagus,2005,ha,402
Ecuador,Area harvested,Asparagus,2006,ha,410
Ecuador,Area harvested,Asparagus,2007,ha,415
Ecuador,Area harvested,Asparagus,2008,ha,420
Ecuador,Area harvested,Asparagus,2009,ha,430
Ecuador,Area harvested,Asparagus,2010,ha,410
Ecuador,Area harvested,Asparagus,2011,ha,425
Ecuador,Area harvested,Asparagus,2012,ha,447
Ecuador,Area harvested,Asparagus,2013,ha,456
Ecuador,Area harvested,Asparagus,2014,ha,460
Ecuador,Area harvested,Asparagus,2015,ha,480
Ecuador,Area harvested,Asparagus,2016,ha,481
Ecuador,Area harvested,Asparagus,2017,ha,488
Ecuador,Area harvested,Asparagus,2018,ha,495
Ecuador,Area harvested,Asparagus,2019,ha,502
Estonia,Area harvested,Asparagus,2018,ha,0
Estonia,Area harvested,Asparagus,2019,ha,0
Finland,Area harvested,Asparagus,1961,ha,
Finland,Area harvested,Asparagus,1962,ha,
Finland,Area harvested,Asparagus,1963,ha,
Finland,Area harvested,Asparagus,1964,ha,
Finland,Area harvested,Asparagus,1965,ha,
Finland,Area harvested,Asparagus,1966,ha,
Finland,Area harvested,Asparagus,1967,ha,
Finland,Area harvested,Asparagus,1968,ha,
Finland,Area harvested,Asparagus,1969,ha,
Finland,Area harvested,Asparagus,1970,ha,
Finland,Area harvested,Asparagus,1971,ha,
Finland,Area harvested,Asparagus,1972,ha,
Finland,Area harvested,Asparagus,1973,ha,
Finland,Area harvested,Asparagus,1974,ha,
Finland,Area harvested,Asparagus,1975,ha,
Finland,Area harvested,Asparagus,1976,ha,
Finland,Area harvested,Asparagus,1977,ha,
Finland,Area harvested,Asparagus,1978,ha,
Finland,Area harvested,Asparagus,1979,ha,
Finland,Area harvested,Asparagus,1980,ha,
Finland,Area harvested,Asparagus,1981,ha,
Finland,Area harvested,Asparagus,1982,ha,
Finland,Area harvested,Asparagus,1983,ha,
Finland,Area harvested,Asparagus,1984,ha,
Finland,Area harvested,Asparagus,1985,ha,
Finland,Area harvested,Asparagus,1986,ha,
Finland,Area harvested,Asparagus,1987,ha,
Finland,Area harvested,Asparagus,1988,ha,
Finland,Area harvested,Asparagus,1989,ha,
Finland,Area harvested,Asparagus,1990,ha,
Finland,Area harvested,Asparagus,1991,ha,
Finland,Area harvested,Asparagus,1992,ha,
Finland,Area harvested,Asparagus,1993,ha,
Finland,Area harvested,Asparagus,1994,ha,
Finland,Area harvested,Asparagus,1995,ha,
Finland,Area harvested,Asparagus,1996,ha,
Finland,Area harvested,Asparagus,1997,ha,
Finland,Area harvested,Asparagus,1998,ha,
Finland,Area harvested,Asparagus,1999,ha,
Finland,Area harvested,Asparagus,2000,ha,
Finland,Area harvested,Asparagus,2001,ha,
Finland,Area harvested,Asparagus,2002,ha,
Finland,Area harvested,Asparagus,2003,ha,
Finland,Area harvested,Asparagus,2004,ha,
Finland,Area harvested,Asparagus,2005,ha,12
Finland,Area harvested,Asparagus,2006,ha,12
Finland,Area harvested,Asparagus,2007,ha,11
Finland,Area harvested,Asparagus,2008,ha,19
Finland,Area harvested,Asparagus,2009,ha,22
Finland,Area harvested,Asparagus,2010,ha,23
Finland,Area harvested,Asparagus,2011,ha,23
Finland,Area harvested,Asparagus,2012,ha,22
Finland,Area harvested,Asparagus,2013,ha,21
Finland,Area harvested,Asparagus,2014,ha,24
Finland,Area harvested,Asparagus,2015,ha,23
Finland,Area harvested,Asparagus,2016,ha,26
Finland,Area harvested,Asparagus,2017,ha,17
Finland,Area harvested,Asparagus,2018,ha,50
Finland,Area harvested,Asparagus,2019,ha,30
France,Area harvested,Asparagus,1961,ha,23170
France,Area harvested,Asparagus,1962,ha,24315
France,Area harvested,Asparagus,1963,ha,25923
France,Area harvested,Asparagus,1964,ha,26683
France,Area harvested,Asparagus,1965,ha,26163
France,Area harvested,Asparagus,1966,ha,26879
France,Area harvested,Asparagus,1967,ha,26782
France,Area harvested,Asparagus,1968,ha,23222
France,Area harvested,Asparagus,1969,ha,23966
France,Area harvested,Asparagus,1970,ha,21000
France,Area harvested,Asparagus,1971,ha,19261
France,Area harvested,Asparagus,1972,ha,19849
France,Area harvested,Asparagus,1973,ha,19477
France,Area harvested,Asparagus,1974,ha,19073
France,Area harvested,Asparagus,1975,ha,18923
France,Area harvested,Asparagus,1976,ha,18386
France,Area harvested,Asparagus,1977,ha,18385
France,Area harvested,Asparagus,1978,ha,18222
France,Area harvested,Asparagus,1979,ha,18500
France,Area harvested,Asparagus,1980,ha,16500
France,Area harvested,Asparagus,1981,ha,16600
France,Area harvested,Asparagus,1982,ha,16800
France,Area harvested,Asparagus,1983,ha,16600
France,Area harvested,Asparagus,1984,ha,16500
France,Area harvested,Asparagus,1985,ha,16500
France,Area harvested,Asparagus,1986,ha,17900
France,Area harvested,Asparagus,1987,ha,17200
France,Area harvested,Asparagus,1988,ha,14300
France,Area harvested,Asparagus,1989,ha,14400
France,Area harvested,Asparagus,1990,ha,14375
France,Area harvested,Asparagus,1991,ha,12981
France,Area harvested,Asparagus,1992,ha,11337
France,Area harvested,Asparagus,1993,ha,11198
France,Area harvested,Asparagus,1994,ha,11285
France,Area harvested,Asparagus,1995,ha,10716
France,Area harvested,Asparagus,1996,ha,10181
France,Area harvested,Asparagus,1997,ha,9690
France,Area harvested,Asparagus,1998,ha,8919
France,Area harvested,Asparagus,1999,ha,8713
France,Area harvested,Asparagus,2000,ha,8200
France,Area harvested,Asparagus,2001,ha,7935
France,Area harvested,Asparagus,2002,ha,7341
France,Area harvested,Asparagus,2003,ha,6804
France,Area harvested,Asparagus,2004,ha,6108
France,Area harvested,Asparagus,2005,ha,5996
France,Area harvested,Asparagus,2006,ha,5590
France,Area harvested,Asparagus,2007,ha,5526
France,Area harvested,Asparagus,2008,ha,5365
France,Area harvested,Asparagus,2009,ha,5270
France,Area harvested,Asparagus,2010,ha,4879
France,Area harvested,Asparagus,2011,ha,4817
France,Area harvested,Asparagus,2012,ha,4490
France,Area harvested,Asparagus,2013,ha,4495
France,Area harvested,Asparagus,2014,ha,4484
France,Area harvested,Asparagus,2015,ha,4352
France,Area harvested,Asparagus,2016,ha,4433
France,Area harvested,Asparagus,2017,ha,4445
France,Area harvested,Asparagus,2018,ha,4480
France,Area harvested,Asparagus,2019,ha,4850
Germany,Area harvested,Asparagus,1961,ha,6195
Germany,Area harvested,Asparagus,1962,ha,6536
Germany,Area harvested,Asparagus,1963,ha,6413
Germany,Area harvested,Asparagus,1964,ha,6817
Germany,Area harvested,Asparagus,1965,ha,6671
Germany,Area harvested,Asparagus,1966,ha,6627
Germany,Area harvested,Asparagus,1967,ha,6653
Germany,Area harvested,Asparagus,1968,ha,5279
Germany,Area harvested,Asparagus,1969,ha,5956
Germany,Area harvested,Asparagus,1970,ha,6127
Germany,Area harvested,Asparagus,1971,ha,6769
Germany,Area harvested,Asparagus,1972,ha,5917
Germany,Area harvested,Asparagus,1973,ha,5955
Germany,Area harvested,Asparagus,1974,ha,5843
Germany,Area harvested,Asparagus,1975,ha,5497
Germany,Area harvested,Asparagus,1976,ha,5604
Germany,Area harvested,Asparagus,1977,ha,5835
Germany,Area harvested,Asparagus,1978,ha,6203
Germany,Area harvested,Asparagus,1979,ha,6218
Germany,Area harvested,Asparagus,1980,ha,6381
Germany,Area harvested,Asparagus,1981,ha,6340
Germany,Area harvested,Asparagus,1982,ha,6217
Germany,Area harvested,Asparagus,1983,ha,6230
Germany,Area harvested,Asparagus,1984,ha,6427
Germany,Area harvested,Asparagus,1985,ha,6584
Germany,Area harvested,Asparagus,1986,ha,6705
Germany,Area harvested,Asparagus,1987,ha,6614
Germany,Area harvested,Asparagus,1988,ha,7985
Germany,Area harvested,Asparagus,1989,ha,8271
Germany,Area harvested,Asparagus,1990,ha,7971
Germany,Area harvested,Asparagus,1991,ha,6253
Germany,Area harvested,Asparagus,1992,ha,7524
Germany,Area harvested,Asparagus,1993,ha,8063
Germany,Area harvested,Asparagus,1994,ha,8250
Germany,Area harvested,Asparagus,1995,ha,9137
